,Judul,Lokasi,Kamar,Toilet,Luas,Harga
695,JARANG ADA RUMAH SIAP HUNI TANAH LUAS DI TURANGGA HARGA DIBAWAH 2M,"Turangga, Bandung, Jawa Barat",4 ,2 ,160 m²,"1,8 M"
696,Bandung Inten Indah,"Jl. Gedebage, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",3 ,2 ,50 m²,300 jt
697,Almaas3,"Bandung, Babakan Ciparay, Bandung, Jawa Barat",3 ,2 ,60 m²,"250,000999 jt"
698,Cibaduyut Residence,"Jl Raya Cibaduyut, Cibaduyut, Bojongloa Kidul, Bojongloa Kidul, Bandung, Jawa Barat",2 ,1 ,80 m²,250 jt
699,RUMAH MINIMALIS 2 LANTAI FURNISH DI GATEWAY PASTEUR RESIDENCE BANDUNG,"Pasteur, Pasteur, Bandung, Jawa Barat",2 ,2 ,70 m²,"2,1 M"
700,Rumah taman kopo indah 3,"TKI 3, Taman Kopo Indah, Bandung, Jawa Barat",2 ,1 ,45 m²,"1,05 M"
701,antapani Wetan,"jln. tanjung sari, Antapani, Bandung, Jawa Barat",5 ,3 ,150 m²,"2,25 M"
702,GEDEBAGE SUMMARECON - BANDUNG TIMUR,"Gedebage Bandung, Gedebage, Bandung, Jawa Barat",2 ,2 ,62 m²,"1,6 M"
703,HOLIS - BANDUNG SELATAN,"HOLIS BANDUNG, Taman Hollis Indah, Bandung, Jawa Barat",3 ,2 ,142 m²,"1,825 M"
704,ANTAPANI - BANDUNG TIMUR,"ANTAPANI BANDUNG, Antapani, Bandung, Jawa Barat",5 ,3 ,190 m²,"2,1 M"
705,BUAH BATU - BANDUNG PUSAT,"SURYALAYA BANDUNG, Buahbatu, Bandung, Jawa Barat",5 ,4 ,450 m²,"3,6 M"
706,BATUNUNGGAL INDAH - BANDUNG SELATAN,"BATUNUNGGAL INDAH BANDUNG, Batununggal, Bandung, Jawa Barat",4 ,3 ,156 m²,"3,2 M"
707,ARCAMANIK - BANDUNG TIMUR,"CISARANTEN BANDUNG, Arcamanik, Bandung, Jawa Barat",2 ,1 ,90 m²,690 jt
708,ARIA GRAHA - BANDUNG TIMUR,"ARIA GRAHA BANDUNG, Rancasari, Bandung, Jawa Barat",3 ,2 ,145 m²,"1,625 M"
709,KOTA BARU PARAHYANGAN - BANDUNG BARAT,"KOTA BARU PARAHYANGAN BANDUNG, Kota Baru Parahyangan, Bandung, Jawa Barat",3 ,2 ,118 m²,"2,223 M"
710,BKR - BANDUNG PUSAT,"BKR BANDUNG, Bkr Kembar, Bandung, Jawa Barat",4 ,3 ,150 m²,"2,1 M"
711,Buahbatu Regency,"Jl. Terusan Buah Batu, Buah Batu, Bandung, Buahbatu, Bandung, Jawa Barat",2 ,2 ,60 m²,450 jt
712,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",3 ,2 ,180 m²,650 jt
713,Kopo,"Jl bojong sukamukti, Kopo, Bandung, Jawa Barat",3 ,2 ,80 m²,650 jt
714,Bandung Indah Raya,"Jl. Cipamokolan, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",2 ,2 ,60 m²,350 jt
715,Permata Buah Batu,"Jl . Ciganitri, Cijaura (Margasenang), Buah Batu, Buahbatu, Bandung, Jawa Barat",2 ,1 ,50 m²,300 jt
716,Cibaduyut,"Jl. Jl bojong sukamukti, Cibaduyut, Bandung, Jawa Barat",3 ,1 ,90 m²,550 jt
717,Permata Kopo,"Jl. Sukamenak, Sukamenak, Bandung, Margahayu, Bandung, Jawa Barat",3 ,2 ,180 m²,850 jt
718,Puri Dago Mas,"Jl. Jakarta, Antapani, Bandung, Antapani, Bandung, Jawa Barat",3 ,2 ,60 m²,680 jt
719,Rumah Cluster Mekar Wangi,"Mekar Wangi, Mekar Wangi, Bandung, Jawa Barat",3 ,3 ,295 m²,"4,1 M"
720,Rumah Full Furnished Siap Huni Cluster Mekar Wangi,"Mekar Wangi, Mekar Wangi, Bandung, Jawa Barat",3 ,3 ,270 m²,"4,6 M"
721,Graceland Residence,"Antapani Wetan, Antapani, Bandung, Jawa Barat",4 ,3 ,150 m²,"1,5 M"
722,Taman Kopo Katapang,"Jl Terusan Kopo KM 12,8, Soreang, Bandung, Soreang, Bandung, Jawa Barat",3 ,2 ,70 m²,495 jt
723,Kopo Permai,". Jl. Raya Cibaduyut, Kopo, Bandung, Jawa Barat",3 ,2 ,70 m²,495
724,Bandung,"Jln bojong sukamukti, Katapang, Bandung, Jawa Barat",2 ,1 ,70 m²,495 jt
725,Jln bojong sukamukti katapang,"Jln bojong sukamukti, Bandung Selatan, Bandung, Jawa Barat",3 ,2 ,70 m²,495 jt
726,Taman Kopo Katapang,"Jl Terusan Kopo KM 12,8, Soreang, Bandung, Soreang, Bandung, Jawa Barat",2 ,1 ,40 m²,240 jt
727,Taman Cibaduyut Indah,"Jl. Raya Cibaduyut, Cibaduyut, Bandung, Bojongloa Kidul, Bandung, Jawa Barat",2 ,1 ,50 m²,400 jt
728,ciwastra,"derwati bodogol, Bandung Timur, Bandung, Jawa Barat",3 ,2 ,60 m²,"708,3 jt"
729,TURUN HARGA Rumah Siap Huni di Komplek Batununggal,"Batununggal, Bandung, Jawa Barat",4 ,3 ,250 m²,"4,8 M"
730,RUMAH BAGUS 2 LANTAI STRATEGIS DI TENGAH KOTA,"Bkr Kembar, Bandung, Jawa Barat",4 ,3 ,145 m²,"2,1 M"
731,Rumah Baru 2lantai Arcamanik dekat Golf timur,"Arcamanik, Bandung, Jawa Barat",2 ,2 ,80 m²,795 jt
732,Dijual cepat rumah minimalis di Tubagus Ismail dekat kampus ITB Dago,"Tubagus ismail, Dago, Bandung, Jawa Barat",6 ,4 ,200 m²,"2,1 M"
733,Setiabudi Regensi,"Jl. Sersan Bajuri, Ciwaruga, Bandung, Bandung Kulon, Bandung, Jawa Barat",3 ,3 ,175 m²,"2,85 M"
734,Dijual Cepat Rumah Baru Podomoro Park Buah Batu Bandung selatan,"podomoro park, Bojongsoang, Bandung, Jawa Barat",4 ,4 ,127 m²,"2,6 M"
735,"Rumah Diatas Awan, Udara Sejuk View Kota Bandung Strategis 15 Menit Exit Tol","cigadung, Cigadung, Bandung, Jawa Barat",2 ,2 ,98 m²,"1,76 M"
736,Jual Rumah Murah di Alam Kanayakan Dago Cigadung Bandung,"Alam Kanayakan, Cibeunying Kaler, Bandung, Jawa Barat",6 ,6 ,600 m²,"15,393 M"
737,Di jual rumah jl sultan Agung Syp Riau ir Djuanda dago,"Sultan agung, Bandung Wetan, Bandung, Jawa Barat",8 ,8 ,2128 m²,34 M
738,MARGAHAYU RAYA - BANDUNG TIMUR,"MARGAHAYU RAYA BANDUNG, Margaasih, Bandung, Jawa Barat",4 ,2 ,150 m²,"1,25 M"
739,BUAH BATU - BANDUNG SELATAN,"BOJONG SOANG BANDUNG, Buahbatu, Bandung, Jawa Barat",3 ,3 ,112 m²,"2,99 M"
740,BUAH BATU - BANDUNG SELATAN,"BUAH BATU BANDUNG, Buahbatu, Bandung, Jawa Barat",4 ,3 ,156 m²,"3,888 M"
741,BKR - BANDUNG PUSAT,"BKR BANDUNG, Bkr Kembar, Bandung, Jawa Barat",4 ,3 ,220 m²,"2,3 M"
742,Turun Harga Rumah Mewah di Setra murni Atas Siap Huni Semi Furnish Akses Strategis,"Setra murni Atas, Setra Murni, Bandung, Jawa Barat",3 ,3 ,306 m²,"8,5 M"
743,TURUN HARGA RUMAH SIAP HUNI DI MAINROAD ARCAMANIK BANGUNAN TERAWAT LOKASI STRATEGIS,"Jl.Golf Timur, Arcamanik, Bandung, Jawa Barat",7 ,3 ,500 m²,"3,5 M"
744,Rumah Strategis di Dago area Lingkungan Kost Mahasiswa ITB Akses Mudah dijangkau,"Cisitu indah, Dago, Bandung, Jawa Barat",5 ,6 ,145 m²,"1,95 M"
745,Rumah Strategis di Cipadung dekat Bundaran Cibiru,"Komplek Patra Asri, Cibiru, Bandung, Jawa Barat",4 ,4 ,160 m²,2 M
746,Rumah 2 Lantai di Cluster Dayana Summarecon Bandung Gedebage,"Gedebage, Gedebage, Bandung, Jawa Barat",3 ,2 ,130 m²,"2,3 M"
747,Rumah Mewah Siap Huni Dikawasan Elite Batununggal Indah Strategis Dekat ke Buah Batu,"Batununggal, Batununggal, Bandung, Jawa Barat",7 ,4 ,500 m²,"8,75 M"
748,Rumah Mewah Di Jalan Cigadung Siap Huni Akses Mudah dijangkau Lingkungan Nyaman Udara sejuk,"Cigadung, Cigadung, Bandung, Jawa Barat",5 ,5 ,450 m²,"8,75 M"
749,Rumah Strategis di Nataendah Kopo Design Minimalis Siap Huni dekat gerbang Tol Kopo,"Nataendah, Kopo, Bandung, Jawa Barat",3 ,2 ,140 m²,900 jt
750,Rumah Kos Kosan di Kiaracondong cocok untuk investasi akses strategis dekat stasion kereta kircon,"Babakan Sari, Kiaracondong, Bandung, Jawa Barat",10 ,10 ,388 m²,"6,5 M"
751,Cigadung Dago,"Cibeunying Kaler, Bandung, Jawa Barat",5 ,3 ,250 m²,"4,5 M"
752,Mekar Wangi,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",7 ,5 ,550 m²,"5,25 M"
753,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",5 ,5 ,450 m²,"7,5 M"
754,Jual Rumah Mainroad Setra Duta,"Setraduta, Setra Duta, Bandung, Jawa Barat",4 ,2 ,350 m²,"9,5 M"
755,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4 ,3 ,220 m²,3 M
756,"Rumah Lux @ Rajamantri, Turangga Buahbatu","Rajamantri Tengah, Turangga, Bandung, Jawa Barat",4 ,3 ,430 m²,"4,2 M"
757,couple & baru @ Setiabudi Regency,"Setiabudi Regency, Setiabudi, Bandung, Jawa Barat",3 ,3 ,175 m²,"2,85 M"
758,"Rumah Baru Minimalis di Budisari, Setiabudi","Jln. Budisari (Setiabudi), Setiabudi, Bandung, Jawa Barat",3 ,3 ,300 m²,"3,8 M"
759,RmhBaru +s'Pool @ SETIABUDI Regency,"Setiabudi Regency, Setiabudi, Bandung, Jawa Barat",3 ,3 ,220 m²,"3,5 M"
760,Rumah Lux @Setiabudi Regency,"Setiabudi Regency, Setiabudi, Bandung, Jawa Barat",5 ,4 ,555 m²,"5,65 M"
761,Rumah Baru @ Setrasari Kulon (Sutami),"setrasari kulon, sutami, Setrasari, Bandung, Jawa Barat",4 ,3 ,302 m²,"5,1 M"
762,Rumah-usaha @Bbkn Jeruk (Pasteur),"Babakan Jeruk, Surya Sumantri, Bandung, Jawa Barat",3 ,7 ,320 m²,"4,5 M"
763,Rmh Baru @ Bbkn Jeruk (Pasteur),"Babakan Jeruk, Pasteur, Bandung, Jawa Barat",3 ,3 ,180 m²,"3,2 M"
764,"Pondok Hijau, Bandung","Pondok Hijau, Geger Kalong, Bandung, Jawa Barat",3 ,2 ,220 m²,"2,5 M"
765,Rumah Baru @Gegerkalong Permai (cluster),"Lembah Indah, Geger Kalong, Bandung, Jawa Barat",3 ,3 ,144 m²,"2,7 M"
766,"Parahyangan Permai (Gerlong), baru.","Gegerkalong, Geger Kalong, Bandung, Jawa Barat",3 ,3 ,150 m²,"1,5 M"
767,3 unit rumah baru minimalis @ Sariwangi Asri,"Sariwangi Asri, Setra Duta, Bandung, Jawa Barat",3 ,2 ,90 m²,"1,5 M"
768,Rumah Mewah @sayap Ciumbuleuit,"Cisatu, Ciumbuleuit, Bandung, Jawa Barat",3 ,4 ,400 m²,9 M
769,Kota Baru Parahyangan,"6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",3 ,2 ,120 m²,"3,4 M"
770,Batununggal Indah Estate,"Jl. Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",2 ,1 ,90 m²,"1,69 M"
771,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",5 ,4 ,450 m²,13 M
772,Rumah di jual di Batununggal indah bandung,"Cluster batununggal lestari, Bandung Selatan, Bandung, Jawa Barat",4 ,3 ,240 m²,"4,45 M"
773,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",4 ,3 ,180 m²,"3,7 M"
774,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",4 ,4 ,250 m²,10 M
775,Dago,"Jalan Sangkuriang, Dago, Bandung, Jawa Barat",4 ,2 ,221 m²,7 M
776,Dijual Rumah murah dan strategis di Ciwastra Dekat Summarecon Bandung,"Ciwastra, Bojongsoang, Bandung, Jawa Barat",3 ,2 ,60 m²,"625,920305 jt"
777,Rumah Cluster Morinda Ciwastra Park 2 dekat ke Summarecon Bandung,"Buahbatu, Bandung, Jawa Barat",2 ,2 ,40 m²,"480,685648 jt"
778,Taman Kopo Indah 3,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",2 ,1 ,70 m²,"1,2 M"
779,Kiara Sari,"Kiara Sari, Kiaracondong, Bandung, Jawa Barat",4 ,4 ,150 m²,"1,275 M"
780,Rumah murah 95 Jutaan hanya di bumi cipta asri katapang,"Jl Cicangkudu sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",1 ,1 ,21 m²,95 jt
781,Rumah murah berkualitas mewah hanya di bumi cipta asri,"Jl Cicangkudu, Sukamukti katapang kab bandung, Katapang, Bandung, Jawa Barat",2 ,1 ,40 m²,160 jt
782,Prabu Dimuntur,"Prabudimuntur, Dago, Bandung, Jawa Barat",6 ,4 ,485 m²,19 M
783,Rumah 2 lantai murah di jatihandap samha alam permai,"Kav islamic center, Bandung Utara, Bandung, Jawa Barat",3 ,2 ,60 m²,575 jt
784,Rumah Baru Cisaranten Arcamanik Under 1M,"Arcamanik, Bandung, Jawa Barat",3 ,3 ,85 m²,980 jt
785,Rumah Kost Murah Tubagus Ismail Full Bangunan Bagus,"Dago, Bandung, Jawa Barat",10 ,10 ,684 m²,"6,7 M"
786,"Turun Harga ! ! Dijual Rumah Bagus Terawat di Mekar Wangi , Bandung","Mekar Wangi, Bandung, Jawa Barat",4 ,4 ,344 m²,"5,25 M"
787,Rumah Murah di komplek Arcamanik Endah bukan Cisaranten,"Jalan  Arcamanik Endah Bandung, Arcamanik, Bandung, Jawa Barat",4 ,4 ,120 m²,"1,35 M"
788,CIKUTRA,"Cikutra baru, sukaluyu, cigadung, dago, Cikutra, Bandung, Jawa Barat",3 ,2 ,90 m²,"2,1 M"
789,Kota Baru Parahyangan,"Wangsakerta, Kota Baru Parahyangan, Bandung, Jawa Barat",3 ,2 ,110 m²,"2,49 M"
790,"Komplek Guruminda, Cisaranten Kulon","jln.purba kencana, Arcamanik, Bandung, Jawa Barat",6 ,7 ,350 m²,4 M
791,Dijual Rumah di Jatihandap Cicaheum,"Cimenyan, Cimenyan, Bandung, Jawa Barat",5 ,2 ,190 m²,"1,7 M"
792,Dijual Rumah Design Cantik Daerah Turangga,"Turangga, Lengkong, Bandung, Jawa Barat",3 ,2 ,142 m²,"2,9 M"
793,BATUNUNGGAL  - BANDUNG SELATAN,"Batununggal Abadi, Batununggal, Bandung, Jawa Barat",5 ,3 ,400 m²,"4,2 M"
794,Riung Bandung,"Jl Cipamokolan, Cisaranten Kidul, Gedebage, Gedebage, Bandung, Jawa Barat",3 ,2 ,80 m²,500 jt
795,Perumnas Rancaekek,". Jl. Rancaekek Majalaya, Rancaekek, Bandung, Jawa Barat",3 ,2 ,50 m²,250 jt
796,Rumah Di Jual Rumah Cantik 2 Lantai Murah Banget Di Kopo Bandung Selatan,"Sayati Hilir, Kopo, Bandung, Jawa Barat",5 ,3 ,370 m²,"1,65 M"
797,Rumah Mewah 2 Lantai Di Pondok Hijau Residence Bandung Utara,"pondok hijau, Setiabudi, Bandung, Jawa Barat",4 ,3 ,400 m²,"4,5 M"
798,perumahan cipta graha pasteur Bandung,"cipta graha gunung batu dekat gateway Pasteur, Pasteur, Bandung, Jawa Barat",3 ,3 ,120 m²,2 M
799,Arcamanik,"Arcamanik pacuan kuda, Arcamanik, Bandung, Jawa Barat",3 ,2 ,110 m²,"1,4 M"
800,Dijual Rumah  2 lantai Surapati core Bandung,"Cibeunying Kidul, Bandung, Jawa Barat",3 ,3 ,200 m²,"2,8 M"
801,Taman Cibaduyut Indah,"Jl. Raya Cibaduyut, Cibaduyut, Bandung, Bojongloa Kidul, Bandung, Jawa Barat",3 ,2 ,80 m²,"434,000052 jt"
802,Kopo Residence,". Jl. Manglid, Kopo, Bandung, Jawa Barat",3 ,2 ,80 m²,"434,000548 jt"
803,Cikoneng Terusan buah batu,"Cikoneng, Bojongsoang, Bandung, Jawa Barat",2 ,1 ,40 m²,465 jt
804,Tamansari Manglayang Regency,"Jl SMP 1, Cimekar, Cileunyi, Cileunyi, Bandung, Jawa Barat",2 ,1 ,60 m²,330 jt
805,Setiabudi Regensi Cluster Wing III,"Jl. Sersan Bajuri, Ciwaruga, Bandung, Bandung Kidul, Bandung, Jawa Barat",3 ,3 ,250 m²,"2,95 M"
806,Rumah minimalis Setra Glory Residence,"Jl sukahaji bandung, Sukasari, Bandung, Jawa Barat",4 ,3 ,180 m²,"2,3 M"
807,Taman Kopo Indah 5,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3 ,2 ,135 m²,"1,7 M"
808,Kota Baru Parahyangan,"6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",3 ,2 ,110 m²,"2,49 M"
809,Rumah minimalis baru Suryalaya buahbatu bandung,"Jl Suryalaya,buahbatu bandung, Lengkong, Bandung, Jawa Barat",3 ,3 ,136 m²,"1,975 M"
810,001 DIJUAL RUMAH DI SETIABUDI REGENCY - BANDUNG UTARA,"Setiabudi Regency, Setiabudi, Bandung, Jawa Barat",3 ,3 ,200 m²,"1,85 M"
811,ANTAPANI - BANDUNG TIMUR,". Pelangi Antapani, Antapani, Bandung, Jawa Barat",4 ,3 ,160 m²,"2,3 M"
812,panyileukan,"panyileukan cibiru, Panyileukan, Bandung, Jawa Barat",4 ,3 ,92 m²,875 jt
813,Rumah Kost Murah Dekat Kampus Maranatha Pasteur,"Jl Babakan Jeruk, Pasteur, Bandung, Jawa Barat",10 ,8 ,250 m²,3 M
814,Rumah murah hitung tanah sayap riau kota bandung,"Riau Re Martadinata, Bandung, Jawa Barat",3 ,3 ,100 m²,"8,5 M"
815,Rumah Murah Dijual Dago Resort View Kota Bandung,"Dago Resort, Dago, Bandung, Jawa Barat",5 ,5 ,550 m²,"6,5 M"
816,Rumah Mewah Mekar Wangi Bandung Selatan Harga Bawah Pasar,"Mekar Wangi Bandung Selatan, Mekar Wangi, Bandung, Jawa Barat",5 ,5 ,450 m²,"5,7 M"
817,Grand Panoramic,". Jl. Pasir Impun Karang Pamulang Arcamanik, Arcamanik, Bandung, Jawa Barat",3 ,3 ,90 m²,"1,75 M"
818,Rumah minimalis di resor Dago pakar,"Resor Dago pakar, Dago, Bandung, Jawa Barat",5 ,4 ,400 m²,10 M
819,Ciwaruga,"Cigugur girang ciwaruga sariwangi, Setiabudi, Bandung, Jawa Barat",2 ,2 ,50 m²,657 jt
820,Cipadung,"jalan cipadung, Cibiru, Bandung, Jawa Barat",2 ,1 ,36 m²,432 jt
821,jatihandap,"jatihandap, Mandalajati, Bandung, Jawa Barat",2 ,1 ,66 m²,360 jt
822,Katapang Indah Residence,"Jl Terusan Kopo, Soreang, Bandung, Katapang, Bandung, Jawa Barat",2 ,1 ,50 m²,311 jt
823,TURUN HARGA LAGI RUMAH MURAH KOMPLEK ONE GATE STRATEGIS TENGAH KOTA,"Bkr Kembar, Bandung, Jawa Barat",7 ,3 ,422 m²,"5,9 M"
824,DI JUAL RUMAH ADA TAMAN HOBIT DI SOREANG TIPE 73/52,"jl. panyirapan soreang., Bandung Selatan, Bandung, Jawa Barat",3 ,2 ,52 m²,530 jt
825,Rumah Di Jual 1 lantai kontur 3 kt di katapang bandung.,"jl. pangauban, Katapang, Bandung, Jawa Barat",3 ,1 ,39 m²,570 jt
826,JUal Rumah mewah minimalis 3 kamar dekat metro bandung.,"jl. saturnus, Rancasari, Bandung, Jawa Barat",2 ,2 ,50 m²,730 jt
827,Rumah Murah Di Ciumbuleuit,"Jalan Cisatu III, Cidadap, Bandung, Jawa Barat",4 ,3 ,320 m²,"4,6 M"
828,dijual cepat rumah bagus dalam komplek senam indah Antapani,"Jalan jakarta, Antapani, Bandung, Jawa Barat",2 ,2 ,120 m²,"1,175 M"
829,Rumah dijual Pasir jaya buah batu suryalaya,"jl pasir jaya, Turangga, Bandung, Jawa Barat",4 ,4 ,200 m²,"1,6 M"
830,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4 ,2 ,100 m²,875 jt
831,Rumah Ex Hotel Airy Logam Buah Batu Bandung,"jalan logam, Bandung Kidul, Bandung, Jawa Barat",10 ,10 ,1700 m²,32 M
832,Rumah masuk gang di setra indah,"Setra indah utara, Sukajadi, Bandung, Jawa Barat",3 ,2 ,112 m²,850 jt
833,Margahayu,"Kopo, Margahayu, Bandung, Jawa Barat",5 ,2 ,245 m²,890 jt
834,SuLtan Cileunyi Regency,"Jln. SMP 1 Cileunyi kecamatan Cileunyi, Bandung Timur, Bandung, Jawa Barat",2 ,1 ,36 m²,315 jt
835,Sultan Cileunyi Regency,"Sultan Cileunyi Regency, Cileunyi, Bandung, Jawa Barat",2 ,1 ,36 m²,300 jt
836,Rumah Hitung Tanah Turangga dekat Buahbatu Suryalaya Batununggal,"Turangga, Bandung, Jawa Barat",3 ,2 ,100 m²,"2,5 M"
837,Rumah Minimalis Sederhana di Cileunyi,"Komplek Griya Pos Giro, Cileunyi, Bandung, Jawa Barat",2 ,1 ,36 m²,319 jt
838,Rumah Cibaduyut Town House Bandung,"Cibaduyut, Cibaduyut, Bandung, Jawa Barat",2 ,1 ,40 m²,575 jt
839,AYOMA HOMES,"Jln.SMP 1 Cileunyi, Bandung Timur, Bandung, Jawa Barat",2 ,1 ,36 m²,275 jt
840,Rumah di Ligar dekat Dago Resort Cigadung Tahura Cikutra Awiligar,"Coblong, Bandung, Jawa Barat",5 ,6 ,156 m²,"2,8 M"
841,Dijual Rumah siap huni harga terbaik di Cisaranten dekat Arcamanik,"Arcamanik, Bandung, Jawa Barat",2 ,2 ,70 m²,780 jt
842,Rumah baru siap huni di Nilem lokasi strategis pusat Kota Bandung,"Regol, Bandung, Jawa Barat",3 ,2 ,135 m²,"1,65 M"
843,Dijual Ruko Mainroad di Antapani lokasi strategis untuk usaha,"Antapani, Bandung, Jawa Barat",3 ,3 ,250 m²,"2,75 M"
844,Rumah Siap Huni Cluster Antapani dekat Pratista Raya Puri Dago Mas,"Antapani, Bandung, Jawa Barat",2 ,1 ,43 m²,800 jt
845,Gading Regency,"Jl. Soekarno Hatta, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",4 ,4 ,200 m²,"2,7 M"
846,Kosan Daerah Dago dekat Cisitu Tubagus Ismail Dago Asri,"Dago, Bandung, Jawa Barat",9 ,2 ,65 m²,"1,25 M"
847,Dago Resort,"Dago, Bandung, Jawa Barat",4 ,4 ,250 m²,"4,7 M"
848,Dijual Rumah Minimalis Modern Full furnish include swimming pool di Resor Dago Pakar,"Dago, Bandung, Jawa Barat",7 ,4 ,500 m²,10 M
849,Dijual Rumah siap huni di Puri Dago Mas Antapani,"Antapani, Bandung, Jawa Barat",3 ,2 ,90 m²,"1,25 M"
850,Cigadung,"Cigadung, Coblong, Bandung, Jawa Barat",3 ,2 ,115 m²,"1,8 M"
851,Resor Dago Pakar,"Jl. Raya Golf Dago, Dago, Bandung, Coblong, Bandung, Jawa Barat",4 ,4 ,220 m²,"2,3 M"
852,Rumah Kosan Kota Bandung dkt Unla Unpas Lengkong,"Ancol, Bandung, Jawa Barat",10 ,4 ,146 m²,"2,5 M"
853,Rumah Antapani City dekat Pratista Raya Puri Dago Mas Ancimas,"Antapani, Bandung, Jawa Barat",3 ,2 ,90 m²,2 M
854,Mekar Wangi,"Mekar Wangi, Bandung, Jawa Barat",2 ,2 ,100 m²,2 M
855,Rumah murah bandung selatan pesona bumi paniisan,"Jln paniisan no 6 rancamulya, Pameungpeuk, Bandung, Jawa Barat",2 ,1 ,40 m²,200 jt
856,rumah minimalis pesona bumi paniisan,"Jl. Paniisan, RT.01/RW.14, Rancamulya, Pameungpeuk, Bandung, Jawa Barat",2 ,1 ,40 m²,200 jt
857,Di jual rumah minimalis pesona bumi paniisan,"jln jatimekar kp paniisan no 6 rancamulya, Pameungpeuk, Bandung, Jawa Barat",2 ,1 ,30 m²,170 jt
858,Pesona bumi paniisan,"Jl. Paniisan, RT.01/RW.14, Rancamulya, Pameungpeuk, Bandung, Jawa Barat",2 ,1 ,40 m²,200 jt
859,"Rumah Batununggal Mulia Bandung, Siap Huni","Batununggal, Bandung, Jawa Barat",3 ,2 ,78 m²,"2,9 M"
860,Margahayu Raya,". JL Ciwastra, Margasari, Buah Batu, Ancol, Bandung, Jawa Barat",3 ,2 ,100 m²,"1,2 M"
861,Cisaranten Grande,"Jl Raya Cisaranten, Cisaranten Kulon, Arcamanik, Bandung, Jawa Barat",4 ,2 ,150 m²,"1,25 M"
862,Rumah Siap Huni Kopo Mas Regency Bandung,"Kopo Mas Regency, Kopo, Bandung, Jawa Barat",4 ,4 ,303 m²,3 M
863,"Rumah di Jalan Kembar Baru Bandung, Baru Nyaman","Bkr Kembar, Bandung, Jawa Barat",8 ,4 ,500 m²,"6,5 M"
864,"Dijual Rumah Kost Keren Siap Huni Di Lokasi Strategis Dekat Kampuas, Dayeuhkolot, Bandung","Dayeuhkolot, Dayeuhkolot, Bandung, Jawa Barat",10 ,10 ,331 m²,"6,4 M"
865,Rumah Kost Strategis Sayap Gegerkalong Setiabudi Bandung,"Setiabudi, Setiabudi, Bandung, Jawa Barat",10 ,10 ,400 m²,3 M
866,Margahayu . margacinta  kota Bandung,"Margahayu, Bandung, Jawa Barat",3 ,2 ,80 m²,"1,1 M"
867,Buahbatu Regency,"Jl. Terusan Buah Batu, Buah Batu, Bandung, Buahbatu, Bandung, Jawa Barat",3 ,2 ,65 m²,"1,3 M"
868,Jual Rumah Sayap Dago Dekat Gedung Sate,"Sayap Dago, Dago, Bandung, Jawa Barat",5 ,3 ,350 m²,14 M
869,"Jual Keren Rumah Kost Siap Huni Di KAwasan Ramai Usaha, Dago, Bandung","Dago, Dago, Bandung, Jawa Barat",10 ,10 ,1000 m²,24 M
870,cikutra cigadung,"jalan tubagus ismail, Cikutra, Bandung, Jawa Barat",10 ,10 ,600 m²,"8,5 M"
871,Buahbatu Regency,"Jl. Terusan Buah Batu, Buah Batu, Bandung, Buahbatu, Bandung, Jawa Barat",3 ,2 ,65 m²,"1,3 M"
872,Batununggal,"Batununggal, Batununggal, Bandung, Jawa Barat",10 ,7 ,350 m²,"4,3 M"
873,Sayap Gunung Batu,"Gunung Batu, Gunung Batu, Bandung, Jawa Barat",4 ,2 ,297 m²,6 M
874,Batununggal,"Batununggal, Batununggal, Bandung, Jawa Barat",5 ,4 ,200 m²,5 M
875,Rajawali sakti,"Jl rajawali sakti, Andir, Bandung, Jawa Barat",4 ,3 ,150 m²,"1,8 M"
876,cimahi raya,"main road cimahi, Cimindi, Bandung, Jawa Barat",6 ,4 ,1000 m²,15 M
